date,commodity,market,grade,price_per_quintal,volume_quintals,total_value,price_change_pct
2025-05-18,Tomato,Bangalore,B,2465.41,204.69,504654.33,2.91
2025-08-22,Maize,Delhi,A,1657.44,773.18,1281497.22,1.39
2026-01-20,Onion,Chennai,C,1880.54,900.23,1692922.84,1.66
2025-07-14,Sugarcane,Chennai,A,359.73,59.19,21290.87,-1.34
2025-08-26,Sugarcane,Hyderabad,B,254.08,330.14,83881.72,-4.45
2025-02-24,Onion,Kolkata,A,2764.5,220.07,608393.07,1.1
2025-11-18,Maize,Bangalore,A,1612.67,1069.7,1725075.27,-0.08
2025-03-27,Sugarcane,Chennai,B,450.92,539.81,243410.54,2.01
2026-01-02,Tomato,Delhi,A,2782.76,3291.83,9160346.28,-3.99
2025-08-26,Potato,Kolkata,A,1383.89,227.83,315289.52,-1.41
2025-04-18,Maize,Bangalore,A,2539.66,3.7,9407.68,-1.15
2025-02-27,Potato,Bangalore,A,1875.65,352.96,662024.61,-1.05
2025-06-26,Wheat,Kolkata,B,2102.88,399.64,840384.22,4.08
2025-03-09,Onion,Hyderabad,B,2245.64,55.82,125341.31,0.0
2025-12-09,Soybean,Chennai,C,4136.51,73.96,305954.48,3.49
2025-11-15,Onion,Hyderabad,C,1642.35,409.34,672280.61,-0.53
2025-03-15,Sugarcane,Delhi,B,406.86,646.98,263231.62,-0.26
2025-08-17,Maize,Delhi,B,1612.88,18.85,30402.97,4.4
2025-06-27,Tomato,Delhi,A,2752.03,1226.51,3375390.36,1.3
2025-09-16,Onion,Mumbai,C,1521.68,109.17,166124.94,-4.29
2026-02-16,Tomato,Kolkata,A,2880.91,382.92,1103163.08,-4.64
2025-06-28,Soybean,Mumbai,B,5070.65,275.71,1398004.1,-0.15
2025-08-28,Soybean,Bangalore,A,3681.91,979.04,3604745.78,1.6
2025-06-29,Cotton,Mumbai,C,4774.42,102.51,489435.12,-4.5
2025-10-23,Maize,Hyderabad,B,1516.71,66.11,100271.42,-0.15
2025-11-29,Maize,Chennai,A,1883.15,374.05,704396.69,-0.3
2025-07-17,Soybean,Chennai,C,3373.07,362.51,1222764.0,-4.28
2025-11-04,Tomato,Mumbai,C,1602.39,948.43,1519758.01,4.3
2025-03-08,Maize,Mumbai,A,1992.27,515.68,1027383.34,-2.68
2026-01-14,Cotton,Kolkata,B,6219.18,356.71,2218421.03,0.04
2025-07-17,Tomato,Chennai,A,2714.93,113.83,309041.49,2.51
2025-10-15,Onion,Delhi,C,1329.64,1125.54,1496564.36,-4.24
2025-09-05,Cotton,Delhi,C,3859.43,46.06,177760.83,1.65
2025-09-11,Maize,Delhi,A,1416.19,105.87,149931.95,-1.73
2025-04-26,Tomato,Delhi,A,3407.62,485.33,1653816.15,3.79
2025-12-20,Wheat,Chennai,B,1889.65,90.8,171585.33,-2.64
2025-11-01,Soybean,Delhi,B,3507.78,619.49,2173042.01,0.17
2026-01-28,Onion,Delhi,C,1987.53,170.36,338601.77,2.41
2025-04-25,Soybean,Chennai,A,5792.59,316.58,1833812.97,-2.6
2025-03-17,Potato,Hyderabad,A,1844.06,380.52,701706.48,-4.39
2026-01-22,Onion,Kolkata,B,2431.41,392.58,954518.95,1.37
2025-06-07,Cotton,Hyderabad,C,5014.27,21.48,107726.5,4.62
2025-08-03,Sugarcane,Chennai,C,252.63,88.01,22233.76,3.83
2025-03-13,Cotton,Mumbai,A,8546.39,531.83,4545242.36,2.0
2025-08-24,Maize,Kolkata,B,1296.36,574.88,745256.59,-2.72
2025-08-04,Onion,Chennai,B,1635.78,285.18,466497.21,-0.78
2025-09-01,Sugarcane,Hyderabad,B,291.58,651.87,190073.21,3.99
2025-09-22,Cotton,Mumbai,C,4269.46,452.14,1930403.24,-0.06
2025-11-22,Tomato,Kolkata,B,1862.25,875.2,1629851.76,2.36
2026-02-08,Rice,Bangalore,A,4925.8,232.91,1147257.47,3.2
2025-12-07,Sugarcane,Mumbai,C,309.49,62.07,19211.62,4.7
2025-07-26,Tomato,Chennai,C,1850.88,887.37,1642419.68,-0.26
2025-09-29,Maize,Mumbai,A,1632.02,362.67,591875.9,-4.33
2026-01-04,Potato,Kolkata,A,1897.16,1032.85,1959484.85,0.87
2025-04-12,Sugarcane,Mumbai,A,459.34,202.25,92900.98,-3.25
2025-06-04,Rice,Chennai,C,3728.58,363.62,1355790.91,1.78
2025-05-15,Tomato,Delhi,C,2419.83,1109.87,2685691.38,4.78
2025-09-25,Maize,Hyderabad,A,1662.54,963.01,1601044.6,-2.66
2025-02-26,Soybean,Hyderabad,B,5991.56,128.9,772285.26,-2.71
2025-07-01,Tomato,Kolkata,C,2538.19,167.89,426140.48,-1.36
2025-10-30,Rice,Mumbai,B,3192.86,974.25,3110626.53,-4.17
2026-01-25,Cotton,Bangalore,A,6764.2,138.0,933471.22,3.98
2025-05-31,Potato,Hyderabad,A,1709.02,135.61,231761.08,-2.06
2025-08-11,Maize,Mumbai,A,1920.32,105.7,202986.43,-3.15
2025-06-13,Sugarcane,Hyderabad,B,409.61,94.33,38639.68,0.03
2025-11-07,Soybean,Hyderabad,B,3759.97,5.51,20724.0,1.08
2025-11-09,Cotton,Kolkata,B,5324.59,112.93,601285.06,0.77
2025-03-24,Potato,Mumbai,A,1765.61,675.04,1191861.88,0.36
2025-07-12,Sugarcane,Bangalore,B,328.4,1628.79,534897.27,4.53
2025-06-04,Maize,Kolkata,B,1691.94,177.28,299937.88,-2.6
2025-08-21,Cotton,Hyderabad,B,5774.4,101.65,586989.78,-4.45
2025-04-07,Rice,Chennai,C,3439.18,697.78,2399804.59,0.14
2025-03-30,Onion,Bangalore,B,2736.1,834.98,2284584.34,-3.03
2025-10-30,Wheat,Hyderabad,A,1922.81,843.75,1622373.68,2.36
2025-02-20,Tomato,Bangalore,B,2737.91,445.56,1219912.64,0.85
2025-05-25,Rice,Chennai,C,3929.86,10.63,41793.97,-2.41
2025-03-10,Cotton,Hyderabad,A,8320.08,521.4,4338087.78,-1.59
2025-05-05,Onion,Hyderabad,A,2844.43,664.03,1888797.62,0.99
2025-07-25,Onion,Kolkata,B,1701.86,176.81,300901.91,1.46
2025-12-23,Wheat,Kolkata,B,2438.05,960.09,2340755.64,-2.91
2026-02-07,Sugarcane,Kolkata,A,463.96,1380.51,640504.97,-4.02
2025-12-31,Sugarcane,Chennai,B,368.89,44.3,16341.79,-4.95
2026-01-01,Wheat,Kolkata,B,2522.42,117.47,296308.18,2.99
2025-04-21,Onion,Delhi,C,2176.71,496.93,1081680.84,-3.48
2025-05-29,Potato,Bangalore,B,1791.84,206.54,370090.42,1.03
2025-12-28,Rice,Chennai,C,3022.79,98.81,298672.05,-3.64
2025-05-25,Wheat,Delhi,B,2385.49,3.71,8857.93,4.64
2026-01-14,Onion,Kolkata,A,2157.47,562.77,1214152.31,0.72
2025-04-22,Tomato,Delhi,A,3491.39,882.04,3079558.49,3.76
2025-11-16,Potato,Bangalore,A,1491.76,245.56,366313.25,-0.06
2025-03-28,Rice,Chennai,B,4030.34,1501.47,6051420.72,-1.8
2025-11-25,Cotton,Mumbai,A,5421.63,397.73,2156344.35,-4.05
2025-08-04,Wheat,Chennai,C,1967.57,2128.37,4187721.51,-1.52
2026-01-15,Rice,Kolkata,C,2929.34,162.5,476011.87,-0.81
2025-06-18,Potato,Bangalore,A,1901.36,1716.35,3263392.32,2.2
2025-08-28,Cotton,Mumbai,B,5645.19,99.81,563439.3,4.29
2025-12-04,Potato,Bangalore,A,1537.59,298.0,458196.35,-0.46
2026-01-16,Cotton,Hyderabad,B,7186.0,227.4,1634101.48,-3.45
2026-01-08,Wheat,Hyderabad,A,2554.99,58.79,150212.33,2.12
2025-03-15,Soybean,Mumbai,B,4557.75,262.5,1196413.15,3.0
2025-02-23,Rice,Delhi,C,3555.11,725.47,2579138.33,2.04
2025-06-22,Soybean,Mumbai,B,4883.17,267.17,1304641.53,4.18
2025-07-03,Sugarcane,Bangalore,A,366.94,240.27,88162.24,1.97
2025-12-20,Maize,Mumbai,A,2046.31,188.91,386567.71,2.96
2025-11-08,Cotton,Bangalore,C,4991.52,23.25,116030.18,-0.3
2025-05-07,Wheat,Chennai,B,2681.81,144.22,386766.65,1.62
2025-02-20,Cotton,Mumbai,A,6877.68,5.2,35778.88,0.81
2025-07-08,Maize,Delhi,C,1377.97,300.59,414198.4,-0.66
2026-01-21,Cotton,Kolkata,A,8025.33,64.32,516205.18,0.01
2026-01-16,Rice,Bangalore,C,3605.88,55.86,201442.61,1.41
2025-08-06,Tomato,Delhi,C,2266.17,7.49,16983.29,-0.32
2026-01-16,Onion,Kolkata,C,2099.99,100.98,212055.42,1.14
2025-11-04,Sugarcane,Delhi,C,267.78,583.87,156350.6,2.29
2025-09-09,Cotton,Chennai,B,5025.9,734.22,3690109.71,-2.71
2025-04-08,Soybean,Delhi,C,5398.68,1215.78,6563592.54,-2.72
2025-12-27,Soybean,Delhi,A,5599.75,770.22,4313011.74,-4.0
2025-08-20,Cotton,Kolkata,A,5415.91,3.76,20374.19,-0.48
2025-04-30,Tomato,Mumbai,B,3105.76,225.51,700374.66,-3.4
2025-12-29,Soybean,Chennai,C,4574.32,82.86,379048.29,4.73
2026-02-09,Sugarcane,Chennai,C,373.1,73.9,27573.27,3.41
2026-02-16,Tomato,Kolkata,B,3186.12,80.83,257526.55,0.82
2025-06-17,Rice,Hyderabad,C,3687.02,740.47,2730111.13,-2.93
2025-03-07,Potato,Hyderabad,A,1713.57,435.76,746700.97,-0.18
2025-04-03,Cotton,Mumbai,B,8212.32,281.89,2314992.68,-3.56
2025-05-15,Rice,Mumbai,A,4252.18,24.78,105387.65,-0.28
2025-09-21,Sugarcane,Mumbai,C,289.99,596.89,173092.33,-1.17
2025-09-28,Onion,Hyderabad,A,1974.68,176.96,349438.25,0.09
2025-06-25,Maize,Delhi,B,2017.56,597.33,1205151.54,-4.49
2025-05-23,Cotton,Hyderabad,B,7545.66,493.01,3720061.58,4.88
2025-03-15,Onion,Chennai,B,2673.16,311.96,833928.14,2.66
2025-05-21,Cotton,Delhi,A,8032.48,19.35,155457.66,0.26
2025-12-14,Maize,Kolkata,C,1496.37,140.57,210351.6,-4.46
2025-06-17,Potato,Hyderabad,A,1792.76,275.05,493105.31,-4.78
2025-12-15,Rice,Bangalore,A,4167.74,2684.49,11188260.93,4.17
2025-07-18,Potato,Kolkata,A,1468.34,578.65,849659.08,3.01
2025-09-01,Maize,Kolkata,C,1199.9,331.09,397275.54,2.38
2025-11-13,Cotton,Chennai,B,4807.65,51.51,247645.47,0.5
2025-08-24,Rice,Hyderabad,C,2577.57,300.27,773976.72,3.28
2026-01-31,Potato,Kolkata,B,1605.95,438.15,703641.3,3.79
2025-09-20,Maize,Delhi,C,1358.08,658.34,894081.04,1.44
2026-02-16,Onion,Mumbai,A,2430.87,58.88,143141.17,-1.15
2025-07-22,Soybean,Hyderabad,B,4322.9,14.59,63063.5,3.08
2025-09-21,Soybean,Hyderabad,B,4033.23,15.95,64339.22,0.56
2025-12-29,Wheat,Hyderabad,C,2227.9,318.63,709871.5,3.74
2025-05-30,Cotton,Mumbai,B,6031.22,44.18,266456.12,3.49
2025-07-07,Sugarcane,Chennai,A,374.63,204.99,76795.94,0.5
2025-10-25,Tomato,Mumbai,B,2185.19,331.72,724869.29,-1.52
2025-11-04,Cotton,Bangalore,B,5603.82,486.64,2727060.34,1.17
2025-12-17,Cotton,Bangalore,B,5874.85,217.82,1279658.56,4.55
2025-05-29,Onion,Hyderabad,C,2265.52,615.52,1394462.88,-1.03
2025-11-12,Maize,Mumbai,B,1431.73,1690.25,2419980.3,-1.19
2025-10-29,Sugarcane,Delhi,A,301.69,1456.13,439294.76,-2.3
2025-11-18,Tomato,Kolkata,B,2025.05,257.88,522216.23,4.47
2025-03-23,Potato,Hyderabad,C,1452.55,479.3,696204.24,1.31
2026-02-16,Soybean,Mumbai,C,4955.21,159.96,792640.97,-2.01
2025-10-12,Tomato,Delhi,A,2041.1,333.19,680078.28,-0.62
2025-06-20,Wheat,Chennai,C,2139.39,623.15,1333168.82,3.11
2025-06-12,Tomato,Hyderabad,B,2626.04,485.52,1275008.09,-2.78
2025-12-10,Maize,Mumbai,A,1947.15,2084.14,4058146.72,3.32
2025-03-07,Maize,Hyderabad,A,2249.76,332.4,747810.9,-3.75
2026-02-02,Cotton,Delhi,C,5965.57,326.65,1948641.86,-0.67
2025-12-05,Soybean,Hyderabad,B,3997.33,5.83,23299.23,-3.95
2025-12-13,Wheat,Mumbai,A,2081.25,245.49,510915.63,1.42
2025-03-09,Onion,Kolkata,C,1879.7,771.6,1450379.25,-0.45
2025-11-04,Onion,Chennai,B,1472.39,652.12,960179.46,-4.98
2025-11-04,Sugarcane,Delhi,A,354.4,1093.51,387543.29,1.51
2025-12-17,Rice,Chennai,C,3309.79,229.35,759100.07,4.07
2025-07-24,Soybean,Bangalore,A,4076.46,278.85,1136704.16,-1.23
2025-07-28,Potato,Kolkata,C,1362.64,22.75,31004.34,-0.25
2025-09-29,Soybean,Kolkata,B,3665.78,487.86,1788375.21,-1.98
2025-06-05,Potato,Hyderabad,C,1669.26,1251.15,2088495.85,-0.32
2025-09-17,Rice,Bangalore,C,2820.13,246.92,696333.43,-4.03
2025-06-19,Onion,Hyderabad,B,1879.29,745.92,1401798.05,-2.36
2025-03-01,Rice,Mumbai,C,4089.31,1150.67,4705458.2,-2.83
2025-03-27,Cotton,Chennai,B,6133.17,259.12,1589201.42,-4.92
2025-09-08,Soybean,Hyderabad,A,3731.78,347.65,1297368.81,-0.45
2025-04-20,Potato,Kolkata,B,1857.24,14.52,26968.82,-0.27
2025-11-14,Tomato,Chennai,C,1876.3,138.4,259684.56,1.87
2025-09-13,Maize,Bangalore,A,1518.76,342.23,519771.64,-3.07
2026-01-05,Onion,Hyderabad,C,1654.75,421.73,697852.03,-4.1
2025-05-27,Potato,Delhi,B,1885.83,1821.52,3435087.93,-3.64
2025-07-20,Potato,Mumbai,A,1395.52,361.94,505099.39,-2.27
2025-09-19,Maize,Bangalore,A,1477.78,570.45,843000.63,2.74
2025-04-17,Rice,Delhi,B,4162.39,148.79,619328.01,4.0
2025-10-10,Rice,Kolkata,C,2681.45,549.35,1473055.93,1.3
2025-11-23,Cotton,Bangalore,B,5884.76,99.08,583087.6,1.03
2025-07-01,Wheat,Chennai,C,1987.42,344.6,684860.23,-3.76
2025-10-10,Rice,Delhi,C,2282.46,392.23,895251.07,-2.37
2025-03-11,Cotton,Delhi,B,8073.58,109.38,883104.04,0.52
2025-08-13,Cotton,Kolkata,B,5074.37,411.87,2089999.7,-0.19
2025-08-23,Rice,Mumbai,B,2733.72,1486.73,4064297.68,-3.75
2025-06-17,Cotton,Bangalore,A,6102.68,1496.64,9133512.08,-0.74
2025-06-30,Sugarcane,Mumbai,B,345.81,132.85,45941.42,0.22
2025-12-30,Soybean,Bangalore,A,4529.83,1493.79,6766604.96,-4.0
2025-10-09,Sugarcane,Kolkata,A,295.52,357.12,105535.74,3.67
2025-05-06,Soybean,Mumbai,B,4512.53,408.24,1842211.02,-3.69
2025-03-15,Sugarcane,Kolkata,B,366.19,1424.02,521455.83,-4.71
2025-12-26,Sugarcane,Hyderabad,C,287.69,1397.75,402124.63,-1.25
2025-12-03,Maize,Hyderabad,A,1725.24,185.04,319240.61,-2.49
2026-01-24,Cotton,Kolkata,B,5877.06,137.15,806067.24,-4.68
2026-02-01,Sugarcane,Bangalore,B,369.7,25.25,9333.21,1.18
2025-07-05,Potato,Hyderabad,B,1613.49,84.73,136716.3,3.03
2025-03-13,Potato,Delhi,A,1699.02,277.46,471414.93,3.44
2025-10-03,Onion,Hyderabad,A,1868.21,253.12,472883.82,2.12
2025-10-25,Cotton,Chennai,A,4727.31,105.37,498139.68,2.59
2025-09-13,Potato,Kolkata,C,1086.49,197.94,215057.76,-4.14
2025-08-07,Soybean,Bangalore,C,3455.16,184.13,636198.04,-3.67
2025-12-05,Sugarcane,Hyderabad,A,353.33,81.14,28670.14,3.89
2025-04-11,Rice,Chennai,C,4331.03,84.15,364465.29,-3.68
2025-04-21,Soybean,Kolkata,A,5853.19,1924.94,11267038.11,-0.54
2025-08-30,Maize,Bangalore,A,1595.51,1553.81,2479126.3,-0.46
2025-05-30,Soybean,Delhi,C,4880.58,286.64,1398952.65,2.01
2026-01-09,Potato,Hyderabad,C,1566.91,523.52,820316.27,4.7
2025-06-01,Potato,Kolkata,C,1589.4,32.62,51851.16,-4.61
2025-10-07,Cotton,Kolkata,C,3864.11,77.4,299083.45,-4.72
2025-07-11,Onion,Kolkata,A,2048.21,2459.08,5036704.9,0.84
2025-12-14,Wheat,Kolkata,A,2444.18,301.37,736595.9,-3.24
2025-05-23,Rice,Delhi,B,3764.25,126.26,475283.3,0.52
2025-04-10,Cotton,Chennai,A,7827.32,959.32,7508929.47,-2.88
2025-03-17,Onion,Mumbai,B,2438.56,10.52,25643.51,2.99
2025-04-17,Tomato,Hyderabad,A,3338.86,33.07,110401.15,3.16
2025-06-06,Tomato,Hyderabad,A,2591.9,281.76,730302.49,3.66
2025-02-19,Rice,Chennai,A,3846.58,146.29,562730.15,-1.92
2025-05-03,Onion,Hyderabad,B,2378.11,337.37,802303.75,3.45
2025-10-05,Wheat,Chennai,B,1970.71,214.51,422737.84,4.0
2026-01-11,Rice,Bangalore,C,3163.34,756.73,2393798.47,0.84
2025-04-27,Cotton,Hyderabad,C,6975.82,468.83,3270479.76,2.97
2025-04-17,Onion,Hyderabad,B,2443.13,62.35,152336.43,2.89
2025-03-20,Rice,Delhi,B,4426.74,749.78,3319080.22,-4.04
2025-09-25,Maize,Kolkata,A,1676.21,746.06,1250555.33,-1.3
2025-09-13,Maize,Mumbai,B,1654.41,565.86,936168.37,-4.41
2025-09-14,Wheat,Chennai,B,1867.77,7.26,13559.85,-3.34
2026-01-09,Maize,Mumbai,C,1613.29,200.23,323025.77,2.21
2025-03-08,Sugarcane,Bangalore,C,350.29,754.23,264202.19,-2.25
2025-03-27,Soybean,Hyderabad,B,5479.52,502.29,2752323.72,4.38
2026-02-04,Onion,Delhi,A,2102.92,185.41,389908.77,-2.97
2025-10-22,Sugarcane,Kolkata,C,270.92,317.25,85950.05,0.37
2025-10-01,Soybean,Delhi,C,2831.7,413.59,1171166.18,-1.99
2025-05-05,Rice,Delhi,A,4863.04,225.49,1096587.59,-4.63
2025-09-13,Maize,Chennai,B,1266.39,182.93,231658.1,-1.73
2026-02-01,Rice,Mumbai,C,3671.46,173.47,636902.81,2.68
2025-04-05,Sugarcane,Chennai,C,383.98,181.62,69739.75,-2.44
2025-03-21,Tomato,Mumbai,B,2832.34,185.89,526515.72,0.9
2025-10-26,Rice,Hyderabad,B,3109.26,126.02,391819.01,2.84
2026-01-24,Onion,Delhi,A,2046.19,189.4,387554.97,-1.53
2025-05-12,Potato,Kolkata,B,1492.43,388.66,580049.89,-4.46
2026-01-23,Cotton,Hyderabad,A,7432.23,531.6,3951004.41,-3.2
2025-04-29,Sugarcane,Hyderabad,B,360.26,45.61,16429.82,-2.33
2025-04-19,Wheat,Mumbai,B,2843.53,434.41,1235254.75,0.91
2025-09-30,Wheat,Kolkata,B,1754.71,464.41,814915.54,4.53
2025-12-05,Onion,Mumbai,A,2224.84,18.25,40614.28,-1.21
2025-08-19,Onion,Chennai,C,1656.4,1734.3,2872685.27,-3.16
2025-06-07,Tomato,Kolkata,C,2522.98,1141.45,2879870.56,-1.25
2025-03-17,Rice,Bangalore,C,3614.48,53.91,194859.97,-1.58
2025-07-20,Cotton,Bangalore,C,5723.09,837.48,4792972.93,-2.66
2025-09-28,Rice,Mumbai,A,3507.59,55.51,194722.47,4.93
2025-12-05,Soybean,Chennai,C,3656.93,132.84,485804.57,-3.07
2025-08-09,Wheat,Chennai,C,1857.15,475.37,882826.53,4.67
2025-03-27,Soybean,Kolkata,A,6712.89,905.24,6076778.11,-2.37
2025-02-23,Potato,Mumbai,B,1908.18,655.32,1250472.19,3.96
2025-12-08,Soybean,Chennai,A,4519.26,128.18,579274.26,3.48
2025-08-03,Cotton,Hyderabad,A,6101.05,328.4,2003595.46,1.26
2025-08-08,Rice,Delhi,A,3791.1,70.25,266307.83,-3.01
2025-05-30,Onion,Kolkata,A,2156.54,449.61,969599.04,-3.24
2025-02-22,Sugarcane,Kolkata,A,388.21,460.46,178758.22,-2.32
2025-07-13,Maize,Bangalore,C,1606.69,465.71,748253.84,-2.26
2025-09-29,Tomato,Hyderabad,B,2220.87,483.5,1073799.97,1.08
2025-09-18,Onion,Kolkata,A,1973.72,1326.62,2618377.32,3.22
2026-01-24,Potato,Chennai,B,1657.01,383.54,635529.29,-1.76
2025-12-21,Cotton,Kolkata,C,4656.15,734.72,3420974.21,3.52
2025-04-13,Cotton,Bangalore,A,7624.56,1051.23,8015146.8,2.16
2025-06-02,Sugarcane,Kolkata,C,388.02,906.36,351683.35,-4.72
2026-01-28,Rice,Kolkata,B,3545.28,526.32,1865950.58,3.17
2025-06-07,Sugarcane,Bangalore,B,420.11,714.16,300021.97,-3.92
2025-07-02,Tomato,Bangalore,C,1946.96,504.3,981848.97,-1.96
2025-09-02,Soybean,Hyderabad,A,4510.52,656.99,2963371.42,4.59
2025-09-15,Tomato,Chennai,A,1994.82,2305.32,4598714.24,-0.54
2025-04-12,Soybean,Delhi,A,5631.04,472.86,2662673.71,3.72
2025-03-28,Potato,Delhi,C,1843.0,386.71,712711.82,-0.85
2025-05-03,Soybean,Mumbai,B,4975.24,341.04,1696748.86,2.69
2026-02-08,Soybean,Bangalore,C,3919.19,689.14,2700864.11,-3.62
2025-07-31,Rice,Hyderabad,B,3418.25,42.3,144595.73,-3.57
2025-07-10,Cotton,Mumbai,C,5561.42,503.73,2801462.29,-2.26
2025-11-15,Potato,Bangalore,A,1423.15,829.81,1180945.47,-0.12
2025-07-04,Onion,Delhi,C,1713.68,244.55,419076.53,-3.21
2025-10-31,Tomato,Delhi,B,2234.92,324.09,724317.63,-0.98
2026-01-13,Onion,Kolkata,B,2106.27,517.74,1090509.99,-1.79
2025-05-20,Onion,Delhi,B,2401.18,66.3,159190.24,3.03
2025-09-27,Potato,Delhi,C,1009.63,106.14,107156.93,4.82
2025-12-06,Wheat,Chennai,B,2241.77,540.13,1210850.09,0.53
2025-08-31,Cotton,Chennai,B,4675.37,503.18,2352554.74,-2.18
2025-09-10,Potato,Kolkata,A,1319.68,420.25,554590.82,-2.62
2025-03-03,Potato,Hyderabad,A,2003.47,139.14,278754.53,-3.51
2025-08-03,Soybean,Hyderabad,C,3947.61,584.73,2308297.88,-2.17
2025-03-15,Rice,Mumbai,C,4014.84,103.57,415799.42,2.34
2025-12-08,Maize,Mumbai,A,1557.76,8.4,13086.35,-4.22
2026-01-21,Cotton,Mumbai,A,6948.07,99.23,689444.77,2.55
2026-01-21,Soybean,Kolkata,C,4938.3,314.89,1555018.23,0.95
2025-05-03,Onion,Mumbai,A,2451.17,269.47,660518.39,1.27
2025-09-18,Onion,Kolkata,C,1464.71,185.26,271359.06,-2.51
2025-11-01,Tomato,Hyderabad,A,2355.7,1223.92,2883191.04,-4.57
2026-01-03,Maize,Mumbai,A,1749.98,116.74,204291.45,1.81
2025-09-01,Tomato,Hyderabad,C,1622.74,1123.62,1823334.02,-1.15
2025-10-31,Tomato,Hyderabad,B,1851.78,564.11,1044615.69,4.78
2025-02-22,Sugarcane,Bangalore,A,477.16,281.66,134394.17,4.1
2026-01-09,Maize,Bangalore,A,1944.97,95.63,185994.45,4.78
2025-04-24,Maize,Bangalore,A,2503.02,135.37,338835.08,1.14
2026-02-07,Rice,Mumbai,A,4504.01,257.93,1161722.42,2.08
2025-07-07,Wheat,Hyderabad,B,2055.49,271.99,559068.31,4.96
2025-09-08,Tomato,Chennai,C,2097.36,55.17,115709.7,0.59
2026-02-16,Onion,Chennai,A,2299.96,167.37,384934.27,1.89
2025-06-23,Cotton,Bangalore,C,5969.0,195.46,1166712.04,0.59
2026-01-10,Rice,Mumbai,C,3412.17,369.46,1260677.75,-4.98
2025-12-02,Onion,Mumbai,A,1755.58,50.5,88648.19,-1.14
2025-07-24,Potato,Hyderabad,B,1360.54,196.12,266823.67,0.7
2025-04-06,Soybean,Bangalore,A,5216.93,2302.11,12009961.61,-0.98
2025-07-13,Onion,Mumbai,A,1824.94,676.32,1234232.15,-2.82
2025-10-20,Onion,Delhi,C,1260.05,134.06,168921.02,-4.74
2026-02-10,Soybean,Mumbai,C,4552.52,75.09,341865.47,3.7
2025-11-10,Soybean,Kolkata,C,3663.63,1087.4,3983826.97,-1.81
2025-07-01,Soybean,Hyderabad,B,4991.73,881.55,4400482.72,-4.16
2026-01-15,Cotton,Hyderabad,A,7231.17,1085.73,7851103.86,2.83
2025-09-27,Tomato,Hyderabad,B,2127.41,347.07,738368.8,4.33
2026-01-11,Cotton,Chennai,B,6916.5,487.51,3371843.92,-4.47
2026-01-06,Sugarcane,Bangalore,A,435.91,1239.22,540184.57,-4.29
2025-06-06,Rice,Hyderabad,A,4289.54,65.64,281554.84,-0.15
2026-02-14,Potato,Hyderabad,C,1460.65,315.46,460770.41,-1.03
2025-04-17,Cotton,Hyderabad,A,8925.97,935.81,8352969.57,0.86
2025-04-29,Maize,Mumbai,A,2229.56,113.35,252719.48,-1.84
2026-01-18,Tomato,Hyderabad,C,2043.74,86.87,177530.26,-4.12
2025-04-29,Sugarcane,Hyderabad,C,384.88,282.28,108642.66,-3.18
2025-05-28,Soybean,Hyderabad,C,4615.69,284.92,1315126.6,4.38
2025-12-06,Wheat,Delhi,A,2275.98,532.7,1212404.67,1.49
2025-03-08,Onion,Bangalore,C,2003.16,1063.32,2129999.58,1.26
2025-03-04,Rice,Delhi,B,4706.16,1603.2,7544904.42,0.87
2025-11-30,Soybean,Mumbai,C,3170.56,611.7,1939433.43,-4.92
2025-12-09,Tomato,Chennai,C,2202.46,321.96,709115.79,0.5
2025-07-09,Onion,Mumbai,A,2395.89,595.37,1426446.88,-0.36
2026-01-04,Cotton,Chennai,A,7360.62,191.37,1408597.46,3.94
2026-02-16,Onion,Bangalore,A,2221.78,1194.82,2654621.76,1.12
2025-09-15,Cotton,Chennai,A,5905.95,537.88,3176684.73,3.8
2025-08-30,Soybean,Kolkata,B,4015.57,17.81,71530.68,-3.13
2025-12-11,Cotton,Bangalore,B,5484.92,1137.29,6237958.78,4.91
2026-01-03,Tomato,Bangalore,B,2262.29,1480.92,3350275.47,-1.58
2025-05-14,Cotton,Kolkata,C,5670.3,55.51,314750.9,-4.03
2025-06-09,Wheat,Mumbai,A,2941.98,240.13,706453.19,4.54
2025-04-27,Maize,Bangalore,C,1916.24,246.41,472184.59,2.8
2025-03-29,Soybean,Delhi,A,5872.63,366.58,2152779.15,3.78
2025-04-17,Rice,Chennai,B,4508.43,781.34,3522601.35,1.38
2026-01-15,Rice,Delhi,B,3305.78,59.78,197610.18,2.48
2025-03-28,Soybean,Hyderabad,C,5208.37,304.39,1585386.75,-1.4
2025-07-07,Maize,Mumbai,B,1977.29,213.31,421774.09,-2.38
2026-01-04,Wheat,Hyderabad,C,2152.74,86.09,185319.54,1.48
2025-12-03,Cotton,Mumbai,B,5937.26,611.82,3632561.73,-1.66
2026-01-27,Sugarcane,Bangalore,C,360.29,283.54,102157.01,-0.2
2025-08-04,Soybean,Delhi,A,4708.41,514.7,2423418.39,-2.09
2025-08-11,Maize,Kolkata,C,1304.19,1015.47,1324371.62,3.49
2025-09-22,Cotton,Delhi,C,4204.66,1001.09,4209226.27,-0.11
2025-06-25,Tomato,Kolkata,C,2541.67,100.48,255387.34,2.65
2025-05-19,Potato,Delhi,C,1493.09,347.52,518884.85,0.53
2025-06-24,Potato,Hyderabad,C,1459.06,55.97,81664.12,-2.49
