date,crop,pest_type,damage_level,recommended_treatment,temperature_c,humidity_pct,rainfall_last_month_mm,pest_count_per_plant,affected_plants_pct,crop_loss_pct,economic_loss_usd_ha,pest_risk_score,field_id,region
2025-11-04,Cotton,Beetles,3,Manual removal,38.13,64.42,80.57,0.1,57.58,8.64,532.28,0.683,FIELD_064,East
2025-05-04,Rice,Whiteflies,2,Yellow sticky traps,37.12,40.98,8.74,4.1,27.39,2.74,146.7,0.477,FIELD_043,East
2024-05-18,Maize,Beetles,3,Manual removal,35.84,86.85,34.49,0.3,40.15,6.02,355.89,0.723,FIELD_085,West
2024-06-18,Fruits,Borers,4,Systemic insecticide,30.49,71.1,89.9,4.4,29.87,5.97,280.52,0.626,FIELD_004,West
2024-06-14,Cotton,Aphids,3,Neem oil spray,27.09,70.89,439.55,2.6,18.52,2.78,194.21,0.832,FIELD_057,North
2025-04-09,Maize,Beetles,3,Manual removal,36.25,43.68,132.24,0.5,38.46,5.77,269.71,0.719,FIELD_027,North
2026-01-30,Cotton,Whiteflies,2,Yellow sticky traps,28.21,55.27,4.7,7.9,11.68,1.17,71.08,0.474,FIELD_026,North
2025-05-27,Rice,Whiteflies,2,Yellow sticky traps,20.45,83.77,103.9,1.4,58.04,5.8,248.08,0.597,FIELD_061,South
2025-02-25,Wheat,Locusts,5,Chemical pesticide,41.39,88.76,6.9,2.2,39.79,9.95,772.81,0.633,FIELD_082,South
2024-07-11,Maize,None,0,No action needed,31.19,48.1,120.67,0.0,0.0,0.0,0.0,0.692,FIELD_049,West
2024-03-14,Maize,Locusts,5,Chemical pesticide,29.65,75.28,97.62,3.2,30.25,7.56,337.08,0.643,FIELD_007,East
2025-02-10,Fruits,Beetles,3,Manual removal,29.91,82.91,296.18,2.2,29.46,4.42,335.59,0.743,FIELD_081,South
2025-03-22,Cotton,Whiteflies,2,Yellow sticky traps,30.06,70.09,92.97,6.9,51.22,5.12,220.99,0.712,FIELD_061,East
2024-05-11,Maize,None,0,No action needed,17.07,66.42,35.12,0.0,0.0,0.0,0.0,0.509,FIELD_056,East
2025-09-13,Maize,Mites,2,Miticide spray,32.41,47.58,40.88,15.1,48.49,4.85,246.41,0.648,FIELD_020,East
2025-07-13,Maize,Borers,4,Systemic insecticide,16.09,80.84,105.35,0.1,26.55,5.31,161.09,0.631,FIELD_020,Central
2025-10-04,Wheat,Locusts,5,Chemical pesticide,6.24,62.17,23.06,21.6,12.13,3.03,225.61,0.458,FIELD_024,South
2025-12-29,Wheat,Thrips,2,Spinosad,27.13,88.62,0.98,1.8,12.77,1.28,48.2,0.648,FIELD_001,West
2025-04-26,Wheat,Mites,2,Miticide spray,35.0,53.5,40.06,4.6,48.14,4.81,213.79,0.68,FIELD_059,South
2025-01-30,Rice,Beetles,3,Manual removal,40.82,74.67,179.74,8.6,53.1,7.97,507.18,0.748,FIELD_092,North
2024-03-18,Fruits,Whiteflies,2,Yellow sticky traps,30.21,47.79,138.46,4.9,6.71,0.67,25.47,0.762,FIELD_036,Central
2024-11-04,Wheat,Mites,2,Miticide spray,21.17,42.78,597.87,1.8,41.3,4.13,191.8,0.662,FIELD_080,West
2024-11-14,Cotton,Caterpillars,4,Bt spray,29.13,85.44,51.45,11.8,21.27,4.25,272.12,0.607,FIELD_022,East
2026-01-16,Vegetables,Aphids,3,Neem oil spray,33.15,86.82,102.34,0.8,6.35,0.95,32.52,0.747,FIELD_031,South
2025-10-22,Cotton,Beetles,3,Manual removal,24.03,56.63,3.51,21.5,35.31,5.3,172.38,0.516,FIELD_093,Central
2025-08-04,Wheat,Locusts,5,Chemical pesticide,25.23,79.99,173.85,0.7,27.76,6.94,240.25,0.66,FIELD_048,North
2024-12-14,Wheat,Beetles,3,Manual removal,32.18,78.21,6.83,4.0,31.82,4.77,259.06,0.698,FIELD_051,Central
2025-01-18,Fruits,Whiteflies,2,Yellow sticky traps,31.7,76.86,52.04,0.7,37.31,3.73,241.02,0.762,FIELD_093,East
2024-08-15,Maize,None,0,No action needed,28.69,55.04,499.39,0.0,0.0,0.0,0.0,0.654,FIELD_035,East
2025-10-13,Cotton,Caterpillars,4,Bt spray,27.51,89.33,360.04,1.8,31.06,6.21,250.99,0.869,FIELD_033,Central
2025-05-25,Wheat,Whiteflies,2,Yellow sticky traps,30.66,46.95,14.42,8.2,47.88,4.79,333.15,0.464,FIELD_096,North
2026-01-16,Wheat,Locusts,5,Chemical pesticide,22.8,72.7,18.12,12.5,37.62,9.41,638.91,0.525,FIELD_069,Central
2025-01-31,Cotton,Borers,4,Systemic insecticide,38.88,82.58,38.94,1.7,59.03,11.81,642.8,0.67,FIELD_096,North
2025-04-21,Cotton,Aphids,3,Neem oil spray,36.88,65.82,59.05,3.7,31.89,4.78,310.48,0.743,FIELD_019,South
2025-08-13,Maize,Whiteflies,2,Yellow sticky traps,29.67,71.09,30.94,8.2,10.67,1.07,52.32,0.674,FIELD_016,West
2025-04-03,Vegetables,Whiteflies,2,Yellow sticky traps,38.65,79.67,56.87,1.8,11.45,1.15,47.07,0.626,FIELD_049,West
2024-06-25,Vegetables,Locusts,5,Chemical pesticide,18.78,53.34,10.13,0.2,25.52,6.38,344.57,0.452,FIELD_053,North
2025-03-11,Cotton,None,0,No action needed,26.45,70.25,19.09,0.0,0.0,0.0,0.0,0.469,FIELD_046,South
2025-11-29,Fruits,Thrips,2,Spinosad,21.75,69.02,66.2,3.6,56.52,5.65,305.49,0.643,FIELD_028,East
2025-08-21,Wheat,Locusts,5,Chemical pesticide,37.23,81.12,3.39,0.6,53.64,13.41,724.92,0.697,FIELD_064,North
2025-05-02,Wheat,Caterpillars,4,Bt spray,23.6,70.71,70.67,0.6,6.3,1.26,75.79,0.705,FIELD_088,North
2024-11-10,Rice,Borers,4,Systemic insecticide,37.63,42.88,188.65,5.2,45.1,9.02,662.83,0.761,FIELD_022,South
2024-07-25,Maize,Borers,4,Systemic insecticide,33.31,46.61,67.37,1.0,49.76,9.95,480.33,0.536,FIELD_080,Central
2025-03-16,Vegetables,None,0,No action needed,19.84,87.13,7.37,0.0,0.0,0.0,0.0,0.605,FIELD_025,West
2024-10-09,Rice,Thrips,2,Spinosad,6.29,53.22,208.43,2.1,50.76,5.08,318.97,0.467,FIELD_070,West
2026-01-17,Cotton,Whiteflies,2,Yellow sticky traps,11.37,85.58,231.36,29.4,53.26,5.33,405.72,0.682,FIELD_100,West
2024-03-14,Fruits,Borers,4,Systemic insecticide,29.55,64.12,75.68,9.3,46.32,9.26,315.81,0.656,FIELD_068,West
2025-07-16,Vegetables,None,0,No action needed,17.19,57.99,34.05,0.0,0.0,0.0,0.0,0.469,FIELD_008,North
2025-11-05,Rice,Whiteflies,2,Yellow sticky traps,23.16,88.97,26.3,1.2,41.22,4.12,174.46,0.644,FIELD_005,East
2025-08-27,Rice,Locusts,5,Chemical pesticide,32.83,52.03,155.8,6.2,29.24,7.31,326.7,0.686,FIELD_068,South
2025-02-12,Rice,Locusts,5,Chemical pesticide,29.39,62.07,33.56,4.7,27.2,6.8,282.06,0.643,FIELD_027,West
2024-10-02,Wheat,Beetles,3,Manual removal,33.63,73.9,20.93,2.1,17.07,2.56,159.63,0.709,FIELD_035,East
2024-09-01,Cotton,Aphids,3,Neem oil spray,8.42,60.32,16.21,7.1,59.87,8.98,359.77,0.321,FIELD_084,South
2024-05-16,Maize,Locusts,5,Chemical pesticide,23.82,77.45,32.2,6.8,44.58,11.15,785.2,0.641,FIELD_036,Central
2024-03-24,Vegetables,Mites,2,Miticide spray,36.59,43.59,89.58,2.9,46.16,4.62,355.46,0.636,FIELD_033,West
2026-01-15,Wheat,Thrips,2,Spinosad,31.27,46.7,15.1,15.2,12.73,1.27,76.74,0.586,FIELD_092,South
2024-12-18,Cotton,Whiteflies,2,Yellow sticky traps,19.06,64.44,104.39,4.3,59.9,5.99,203.53,0.542,FIELD_093,East
2025-03-24,Rice,Thrips,2,Spinosad,31.18,44.68,63.54,0.6,43.01,4.3,269.28,0.499,FIELD_060,Central
2025-06-11,Fruits,Caterpillars,4,Bt spray,47.2,63.33,99.35,8.1,7.0,1.4,74.75,0.82,FIELD_076,Central
2024-10-27,Rice,Aphids,3,Neem oil spray,32.69,54.96,4.53,11.7,39.73,5.96,334.65,0.613,FIELD_016,East
2024-04-04,Wheat,Mites,2,Miticide spray,12.01,47.35,162.6,4.7,43.96,4.4,268.33,0.61,FIELD_095,West
2024-06-02,Maize,Aphids,3,Neem oil spray,30.37,82.0,123.13,3.5,10.18,1.53,112.07,0.746,FIELD_061,West
2025-12-07,Rice,Aphids,3,Neem oil spray,37.67,80.97,118.38,0.4,19.98,3.0,213.87,0.817,FIELD_079,West
2024-04-13,Maize,Beetles,3,Manual removal,21.65,61.65,79.13,2.2,38.07,5.71,403.36,0.53,FIELD_038,North
2024-06-28,Maize,Aphids,3,Neem oil spray,24.7,44.48,15.85,1.4,12.13,1.82,91.49,0.432,FIELD_026,West
2024-10-31,Rice,Aphids,3,Neem oil spray,17.18,52.44,81.89,1.4,56.22,8.43,387.37,0.604,FIELD_080,West
2024-11-07,Maize,Aphids,3,Neem oil spray,19.0,49.5,7.21,1.8,22.72,3.41,240.04,0.476,FIELD_002,South
2025-03-27,Rice,Mites,2,Miticide spray,36.33,55.1,47.69,1.1,32.34,3.23,141.26,0.552,FIELD_031,West
2025-08-12,Cotton,Thrips,2,Spinosad,26.82,74.57,35.41,3.8,35.47,3.55,211.17,0.655,FIELD_086,East
2025-03-23,Wheat,Mites,2,Miticide spray,34.7,80.6,40.22,7.9,24.74,2.47,125.68,0.773,FIELD_038,Central
2025-02-19,Wheat,Whiteflies,2,Yellow sticky traps,33.62,73.77,22.97,5.5,13.44,1.34,57.83,0.551,FIELD_075,Central
2026-01-18,Maize,Mites,2,Miticide spray,30.41,86.66,131.99,0.9,51.42,5.14,155.01,0.88,FIELD_097,West
2025-06-24,Rice,Locusts,5,Chemical pesticide,28.97,75.2,15.39,4.2,39.48,9.87,428.46,0.665,FIELD_087,West
2024-10-11,Wheat,Whiteflies,2,Yellow sticky traps,47.57,84.31,85.06,4.5,11.93,1.19,68.08,0.849,FIELD_010,West
2024-09-17,Wheat,Beetles,3,Manual removal,31.88,70.33,26.8,8.8,28.89,4.33,147.15,0.617,FIELD_024,East
2024-06-12,Fruits,Locusts,5,Chemical pesticide,29.36,73.23,145.97,6.9,15.02,3.75,297.42,0.677,FIELD_059,South
2024-07-04,Cotton,Whiteflies,2,Yellow sticky traps,28.85,53.7,115.31,0.7,36.24,3.62,222.99,0.7,FIELD_077,East
2025-09-30,Rice,Locusts,5,Chemical pesticide,24.97,46.2,15.03,8.9,11.26,2.81,140.89,0.376,FIELD_078,South
2025-02-28,Vegetables,Caterpillars,4,Bt spray,24.49,78.18,252.09,1.8,21.77,4.35,255.57,0.671,FIELD_033,North
2024-08-03,Maize,Borers,4,Systemic insecticide,35.53,59.96,96.54,3.9,51.42,10.28,682.32,0.725,FIELD_062,West
2025-11-23,Cotton,Borers,4,Systemic insecticide,43.28,55.86,2.33,2.3,47.52,9.5,708.63,0.641,FIELD_048,West
2025-09-07,Fruits,Locusts,5,Chemical pesticide,25.89,86.87,92.07,3.3,47.81,11.95,412.05,0.623,FIELD_034,East
2024-09-04,Rice,None,0,No action needed,27.41,75.36,5.6,0.0,0.0,0.0,0.0,0.613,FIELD_056,West
2026-02-05,Vegetables,Borers,4,Systemic insecticide,24.12,59.58,46.67,2.3,29.54,5.91,232.04,0.564,FIELD_072,South
2025-06-24,Wheat,Thrips,2,Spinosad,38.75,65.85,87.61,1.0,9.89,0.99,69.52,0.795,FIELD_066,South
2025-08-04,Vegetables,Borers,4,Systemic insecticide,25.83,76.26,59.46,4.2,23.82,4.76,171.47,0.722,FIELD_028,West
2024-05-10,Maize,Whiteflies,2,Yellow sticky traps,19.53,77.17,30.96,6.3,26.49,2.65,105.31,0.576,FIELD_082,Central
2025-08-17,Cotton,Mites,2,Miticide spray,21.38,56.69,39.67,2.4,36.45,3.64,188.95,0.554,FIELD_067,West
2025-01-24,Wheat,None,0,No action needed,26.46,71.15,59.44,0.0,0.0,0.0,0.0,0.706,FIELD_070,North
2024-10-15,Cotton,Beetles,3,Manual removal,32.78,61.54,66.95,8.6,35.57,5.33,208.66,0.75,FIELD_043,South
2025-12-29,Wheat,Aphids,3,Neem oil spray,23.47,82.05,8.88,0.9,24.37,3.66,196.18,0.492,FIELD_024,South
2024-10-11,Wheat,Beetles,3,Manual removal,14.04,52.83,12.77,0.9,50.71,7.61,530.64,0.3,FIELD_079,South
2024-03-13,Fruits,Mites,2,Miticide spray,14.59,50.85,2.28,0.7,9.26,0.93,63.11,0.352,FIELD_003,East
2024-10-26,Vegetables,Aphids,3,Neem oil spray,30.48,52.29,55.01,1.3,23.89,3.58,265.3,0.655,FIELD_020,Central
2026-01-14,Rice,Caterpillars,4,Bt spray,41.01,61.9,14.68,0.9,40.78,8.16,446.43,0.612,FIELD_058,North
2025-05-24,Fruits,Locusts,5,Chemical pesticide,26.64,58.54,25.08,7.0,12.37,3.09,214.6,0.455,FIELD_015,South
2024-10-24,Cotton,Thrips,2,Spinosad,23.23,47.79,59.75,4.3,58.22,5.82,351.05,0.535,FIELD_023,West
2024-07-17,Vegetables,Caterpillars,4,Bt spray,32.57,61.18,6.5,3.3,27.05,5.41,361.23,0.586,FIELD_023,South
2024-03-20,Fruits,Mites,2,Miticide spray,32.84,47.06,15.69,0.8,23.44,2.34,103.14,0.495,FIELD_091,Central
2024-05-23,Vegetables,Thrips,2,Spinosad,36.8,55.67,27.83,3.1,22.26,2.23,134.7,0.518,FIELD_042,East
2025-09-11,Cotton,Borers,4,Systemic insecticide,26.64,51.4,111.22,10.1,28.11,5.62,235.5,0.601,FIELD_095,South
2024-06-04,Fruits,Caterpillars,4,Bt spray,30.95,56.0,119.67,2.7,12.86,2.57,97.61,0.79,FIELD_094,South
2025-01-11,Rice,None,0,No action needed,35.99,50.12,185.58,0.0,0.0,0.0,0.0,0.722,FIELD_019,East
2026-01-20,Rice,Borers,4,Systemic insecticide,37.33,60.25,10.23,15.8,26.58,5.32,230.18,0.511,FIELD_066,North
2024-05-29,Vegetables,Beetles,3,Manual removal,18.45,66.98,44.01,13.9,6.34,0.95,73.87,0.595,FIELD_065,North
2024-05-15,Wheat,Mites,2,Miticide spray,15.46,59.74,29.52,6.2,44.15,4.41,188.63,0.433,FIELD_086,Central
2026-01-24,Wheat,None,0,No action needed,15.47,48.27,143.22,0.0,0.0,0.0,0.0,0.6,FIELD_077,Central
2024-07-25,Maize,Aphids,3,Neem oil spray,25.81,75.2,80.9,3.1,48.94,7.34,486.78,0.698,FIELD_003,Central
2025-07-22,Cotton,Caterpillars,4,Bt spray,32.95,71.84,19.82,12.7,24.47,4.89,348.39,0.654,FIELD_093,South
2024-11-28,Maize,Locusts,5,Chemical pesticide,32.43,44.73,72.79,5.3,44.61,11.15,659.84,0.546,FIELD_100,East
2025-03-19,Rice,Locusts,5,Chemical pesticide,25.97,70.49,101.72,9.5,45.93,11.48,385.98,0.686,FIELD_062,East
2024-06-13,Rice,Thrips,2,Spinosad,25.2,80.3,72.32,1.9,42.66,4.27,188.92,0.59,FIELD_050,West
2025-06-26,Fruits,Locusts,5,Chemical pesticide,23.22,45.2,71.47,1.6,41.04,10.26,681.59,0.594,FIELD_091,West
2025-08-20,Rice,Locusts,5,Chemical pesticide,19.05,48.98,34.78,5.5,54.81,13.7,1053.76,0.406,FIELD_014,East
2025-02-28,Rice,Caterpillars,4,Bt spray,27.3,47.47,155.72,5.8,27.94,5.59,199.24,0.652,FIELD_041,North
2025-11-13,Vegetables,Mites,2,Miticide spray,29.12,66.98,11.76,12.0,18.38,1.84,65.13,0.629,FIELD_075,South
2025-08-13,Maize,Borers,4,Systemic insecticide,39.14,73.2,12.92,0.0,47.79,9.56,707.27,0.668,FIELD_047,North
2025-11-24,Maize,Mites,2,Miticide spray,31.07,89.11,300.53,9.5,40.83,4.08,138.52,0.893,FIELD_090,North
2024-12-14,Vegetables,Aphids,3,Neem oil spray,34.4,76.0,149.42,15.5,59.69,8.95,314.22,0.724,FIELD_052,South
2025-04-22,Wheat,Beetles,3,Manual removal,32.1,68.51,4.94,8.0,15.25,2.29,123.79,0.561,FIELD_029,South
2024-07-04,Cotton,Mites,2,Miticide spray,30.42,64.7,13.5,5.6,27.47,2.75,135.17,0.508,FIELD_093,North
2025-03-07,Maize,Borers,4,Systemic insecticide,38.7,44.02,138.69,10.9,59.41,11.88,561.61,0.738,FIELD_020,Central
2024-12-31,Fruits,Mites,2,Miticide spray,36.05,46.06,43.56,9.8,44.68,4.47,249.09,0.664,FIELD_040,West
2025-12-14,Vegetables,Whiteflies,2,Yellow sticky traps,23.65,88.8,56.55,5.2,54.84,5.48,313.58,0.574,FIELD_011,South
2025-10-05,Cotton,Aphids,3,Neem oil spray,23.2,59.24,58.23,3.2,59.69,8.95,372.28,0.607,FIELD_020,South
2024-07-12,Vegetables,Whiteflies,2,Yellow sticky traps,27.38,44.87,67.07,1.7,39.29,3.93,233.35,0.562,FIELD_091,North
2024-08-18,Cotton,Thrips,2,Spinosad,25.86,82.25,46.42,7.0,28.49,2.85,221.88,0.562,FIELD_043,East
2025-12-26,Rice,Mites,2,Miticide spray,26.7,47.97,60.33,3.0,57.8,5.78,173.69,0.573,FIELD_056,Central
2024-03-10,Maize,None,0,No action needed,28.7,55.89,53.11,0.0,0.0,0.0,0.0,0.593,FIELD_009,West
2024-11-07,Fruits,Mites,2,Miticide spray,10.15,76.13,58.5,6.7,26.08,2.61,138.97,0.41,FIELD_047,East
2024-05-26,Vegetables,Whiteflies,2,Yellow sticky traps,28.88,72.84,137.23,1.0,57.33,5.73,453.54,0.764,FIELD_049,West
2024-06-30,Cotton,Borers,4,Systemic insecticide,35.76,80.5,70.5,0.2,37.57,7.51,511.74,0.766,FIELD_008,South
2025-10-01,Cotton,Caterpillars,4,Bt spray,27.3,72.72,116.36,3.8,47.09,9.42,387.01,0.689,FIELD_036,East
2024-07-14,Fruits,Beetles,3,Manual removal,21.1,78.32,70.51,6.6,52.35,7.85,615.52,0.568,FIELD_014,East
2025-06-24,Fruits,Borers,4,Systemic insecticide,31.26,79.71,35.75,3.3,38.64,7.73,323.44,0.597,FIELD_001,East
2025-08-02,Rice,Thrips,2,Spinosad,39.53,87.77,67.11,4.5,27.79,2.78,192.31,0.8,FIELD_038,Central
2025-11-05,Rice,Mites,2,Miticide spray,33.3,49.52,38.82,0.7,11.0,1.1,84.27,0.619,FIELD_056,South
2025-10-20,Cotton,Borers,4,Systemic insecticide,29.19,52.86,24.15,1.4,22.36,4.47,180.01,0.469,FIELD_061,East
2024-02-25,Rice,Thrips,2,Spinosad,34.42,84.96,68.29,1.2,36.48,3.65,154.5,0.778,FIELD_024,South
2025-11-10,Fruits,Locusts,5,Chemical pesticide,13.31,81.26,3.95,5.9,40.47,10.12,698.25,0.473,FIELD_039,South
2024-04-29,Fruits,Whiteflies,2,Yellow sticky traps,33.77,62.25,23.48,10.5,54.15,5.42,297.17,0.689,FIELD_076,West
2025-08-07,Wheat,None,0,No action needed,31.52,72.31,67.06,0.0,0.0,0.0,0.0,0.73,FIELD_086,Central
2026-01-22,Maize,Caterpillars,4,Bt spray,31.35,86.85,137.5,2.0,13.32,2.66,101.1,0.884,FIELD_057,South
2025-11-05,Maize,Borers,4,Systemic insecticide,19.9,63.99,2.58,5.1,17.81,3.56,271.44,0.435,FIELD_013,North
2024-04-13,Vegetables,Locusts,5,Chemical pesticide,35.0,64.11,45.79,3.2,55.19,13.8,774.24,0.684,FIELD_047,Central
2025-06-22,Maize,None,0,No action needed,34.18,47.43,3.9,0.0,0.0,0.0,0.0,0.46,FIELD_002,Central
2025-07-24,Rice,Caterpillars,4,Bt spray,32.85,76.63,154.9,4.5,23.82,4.76,214.72,0.815,FIELD_061,North
2026-01-26,Maize,Thrips,2,Spinosad,23.64,51.02,16.48,0.8,9.3,0.93,69.24,0.399,FIELD_027,East
2025-11-22,Maize,Caterpillars,4,Bt spray,32.73,51.81,122.23,0.5,15.41,3.08,127.84,0.729,FIELD_084,West
2025-07-28,Rice,Thrips,2,Spinosad,33.61,65.48,446.96,6.1,20.12,2.01,146.67,0.792,FIELD_009,West
2025-12-02,Cotton,Whiteflies,2,Yellow sticky traps,35.96,81.4,0.55,7.1,38.17,3.82,256.02,0.689,FIELD_030,South
2025-02-28,Cotton,Thrips,2,Spinosad,29.98,41.11,48.68,1.5,37.22,3.72,249.73,0.628,FIELD_081,North
2024-03-03,Maize,Beetles,3,Manual removal,25.77,44.13,69.74,2.2,18.95,2.84,96.94,0.492,FIELD_028,South
2024-05-06,Rice,None,0,No action needed,26.73,69.3,8.82,0.0,0.0,0.0,0.0,0.524,FIELD_042,East
2025-11-01,Cotton,Borers,4,Systemic insecticide,27.9,78.71,46.17,14.3,22.93,4.59,262.14,0.683,FIELD_070,Central
2025-09-28,Wheat,Locusts,5,Chemical pesticide,23.14,47.98,71.83,2.3,19.6,4.9,320.27,0.632,FIELD_051,Central
2025-10-06,Maize,Thrips,2,Spinosad,34.71,66.34,119.81,9.2,31.62,3.16,174.89,0.8,FIELD_099,Central
2024-03-17,Rice,Aphids,3,Neem oil spray,32.76,63.51,157.67,2.2,38.43,5.76,212.46,0.801,FIELD_066,East
2025-03-02,Wheat,Borers,4,Systemic insecticide,32.88,77.5,42.32,3.6,5.89,1.18,88.54,0.734,FIELD_087,Central
2024-12-19,Vegetables,Whiteflies,2,Yellow sticky traps,26.36,50.92,361.34,3.1,53.25,5.32,340.23,0.741,FIELD_085,Central
2025-11-24,Fruits,Mites,2,Miticide spray,28.88,70.49,16.96,3.6,51.25,5.12,386.97,0.623,FIELD_023,East
2025-04-25,Wheat,Caterpillars,4,Bt spray,35.75,68.35,176.62,7.3,44.49,8.9,449.43,0.797,FIELD_039,East
2025-06-10,Maize,Mites,2,Miticide spray,38.28,61.77,519.78,12.7,10.85,1.08,58.09,0.739,FIELD_013,South
2025-07-12,Cotton,None,0,No action needed,29.73,72.94,247.05,0.0,0.0,0.0,0.0,0.724,FIELD_015,South
2024-12-22,Fruits,Borers,4,Systemic insecticide,20.81,66.64,17.48,3.1,47.23,9.45,642.46,0.556,FIELD_038,West
2025-11-28,Wheat,Mites,2,Miticide spray,25.48,75.19,8.79,2.0,38.44,3.84,214.04,0.47,FIELD_055,North
2025-03-30,Rice,Thrips,2,Spinosad,18.41,75.8,37.58,13.6,20.13,2.01,159.06,0.611,FIELD_029,West
2024-03-23,Cotton,Aphids,3,Neem oil spray,22.15,73.45,13.37,4.6,43.36,6.5,302.66,0.627,FIELD_097,South
2025-01-24,Wheat,Borers,4,Systemic insecticide,33.04,44.37,73.57,6.4,12.91,2.58,193.62,0.627,FIELD_017,West
2024-03-04,Cotton,Thrips,2,Spinosad,27.7,87.19,67.3,1.2,29.28,2.93,153.25,0.766,FIELD_001,West
2024-06-09,Rice,Beetles,3,Manual removal,31.74,66.21,134.39,8.6,32.91,4.94,172.7,0.811,FIELD_010,South
2025-11-01,Vegetables,Borers,4,Systemic insecticide,23.45,47.32,91.93,14.3,9.54,1.91,101.37,0.609,FIELD_099,Central
2025-04-16,Fruits,Aphids,3,Neem oil spray,24.95,80.45,48.84,0.0,12.22,1.83,62.34,0.627,FIELD_088,West
2024-05-24,Rice,Borers,4,Systemic insecticide,34.82,56.43,20.33,3.3,32.32,6.46,475.42,0.666,FIELD_077,West
2024-11-19,Wheat,Locusts,5,Chemical pesticide,34.06,48.33,5.76,2.9,37.06,9.27,711.44,0.621,FIELD_035,North
2024-08-01,Rice,Mites,2,Miticide spray,22.21,84.36,96.31,7.3,35.28,3.53,250.12,0.592,FIELD_079,South
2025-12-15,Fruits,Whiteflies,2,Yellow sticky traps,31.47,75.09,45.47,1.1,27.11,2.71,198.05,0.601,FIELD_049,West
2024-08-03,Maize,Borers,4,Systemic insecticide,36.86,56.43,24.62,5.9,9.87,1.97,114.18,0.678,FIELD_096,Central
2025-01-21,Cotton,Thrips,2,Spinosad,32.78,70.18,37.63,7.4,25.09,2.51,106.82,0.559,FIELD_034,North
2025-10-23,Fruits,Locusts,5,Chemical pesticide,30.45,63.67,82.67,0.9,6.48,1.62,113.75,0.743,FIELD_047,East
2025-06-12,Cotton,Whiteflies,2,Yellow sticky traps,34.33,45.02,44.34,11.7,49.57,4.96,248.6,0.508,FIELD_043,East
2026-02-18,Cotton,Thrips,2,Spinosad,35.01,51.81,213.43,2.3,51.9,5.19,266.44,0.762,FIELD_014,West
2025-10-28,Fruits,Thrips,2,Spinosad,24.03,79.82,30.32,0.1,14.57,1.46,71.09,0.677,FIELD_030,Central
2025-05-17,Rice,Aphids,3,Neem oil spray,30.17,40.73,46.59,17.1,11.11,1.67,110.8,0.591,FIELD_078,West
2025-10-14,Cotton,Mites,2,Miticide spray,31.2,50.72,210.84,1.2,56.9,5.69,341.58,0.621,FIELD_044,East
2025-03-03,Cotton,Borers,4,Systemic insecticide,35.34,72.79,59.24,4.5,37.57,7.51,536.85,0.73,FIELD_076,North
2024-07-04,Wheat,Thrips,2,Spinosad,42.79,53.77,4.01,2.6,40.98,4.1,168.99,0.661,FIELD_034,South
2025-02-20,Vegetables,Aphids,3,Neem oil spray,27.82,88.17,109.05,5.3,46.76,7.01,449.61,0.814,FIELD_046,West
2025-08-02,Fruits,Mites,2,Miticide spray,30.01,41.15,185.59,1.4,35.06,3.51,254.98,0.647,FIELD_094,North
2025-07-11,Maize,None,0,No action needed,28.24,43.86,1.3,0.0,0.0,0.0,0.0,0.467,FIELD_083,East
2025-09-08,Vegetables,None,0,No action needed,17.64,75.53,249.08,0.0,0.0,0.0,0.0,0.727,FIELD_024,South
2025-10-24,Rice,Caterpillars,4,Bt spray,17.74,63.09,156.26,8.5,43.82,8.76,548.93,0.597,FIELD_080,Central
2024-12-09,Vegetables,Borers,4,Systemic insecticide,12.2,66.31,33.17,4.3,55.32,11.06,637.37,0.547,FIELD_028,East
2025-07-27,Vegetables,Beetles,3,Manual removal,18.94,88.98,14.93,4.3,44.96,6.74,365.53,0.458,FIELD_090,East
2024-05-28,Vegetables,Whiteflies,2,Yellow sticky traps,27.98,71.46,341.06,5.7,38.66,3.87,230.03,0.726,FIELD_060,West
2024-12-27,Vegetables,Caterpillars,4,Bt spray,35.04,54.62,195.1,1.1,58.55,11.71,608.17,0.683,FIELD_047,Central
2025-01-14,Rice,Locusts,5,Chemical pesticide,21.48,41.96,142.35,3.6,15.75,3.94,170.15,0.519,FIELD_043,East
2025-07-02,Fruits,Borers,4,Systemic insecticide,25.83,60.79,51.63,4.1,36.25,7.25,326.73,0.647,FIELD_053,South
2024-12-15,Rice,Mites,2,Miticide spray,26.75,55.89,69.77,1.9,50.52,5.05,403.6,0.524,FIELD_065,West
2025-11-12,Cotton,Whiteflies,2,Yellow sticky traps,18.7,49.72,136.96,0.5,31.33,3.13,218.96,0.657,FIELD_015,West
2025-02-05,Fruits,Caterpillars,4,Bt spray,36.13,57.48,59.72,0.8,36.61,7.32,391.77,0.734,FIELD_044,Central
2025-03-16,Rice,Beetles,3,Manual removal,43.32,58.4,26.48,0.7,32.69,4.9,276.64,0.59,FIELD_078,East
2025-02-06,Cotton,Aphids,3,Neem oil spray,24.09,67.92,70.84,0.6,19.52,2.93,213.84,0.601,FIELD_086,Central
2024-09-04,Vegetables,Beetles,3,Manual removal,23.96,65.44,82.03,4.2,48.26,7.24,318.48,0.521,FIELD_100,South
2024-06-08,Vegetables,Thrips,2,Spinosad,26.56,68.98,21.02,1.0,40.7,4.07,230.76,0.634,FIELD_053,South
2025-12-19,Fruits,Borers,4,Systemic insecticide,26.15,55.47,301.85,5.6,59.42,11.88,701.96,0.637,FIELD_020,Central
