timestamp,irrigation_zone,irrigation_type,soil_moisture_pct,soil_temperature_c,soil_ph,soil_ec_ds_m,nitrogen_ppm,phosphorus_ppm,potassium_ppm,air_temperature_c,air_humidity_pct,wind_speed_kmh,solar_radiation_wm2,evapotranspiration_mm,irrigation_needed,recommended_water_mm,actual_water_used_mm
2025-05-31 02:35:04,Zone_B,Center_Pivot,36.52,19.64,7.31,3.26,51.43,48.86,128.58,28.17,77.9,12.86,255.92,5.52,True,11.74,10.24
2025-02-27 00:35:04,Zone_C,Drip,77.33,14.55,5.73,3.88,201.19,94.79,223.06,25.28,73.33,1.64,160.77,3.25,False,0.0,0.0
2025-10-04 13:35:04,Zone_C,Drip,65.03,26.22,5.73,2.51,313.61,11.72,166.52,16.91,65.3,8.0,332.23,5.41,False,0.0,0.0
2025-09-27 10:35:04,Zone_D,Center_Pivot,67.14,11.37,6.4,2.96,303.43,67.33,183.24,37.83,31.32,4.27,650.97,17.0,False,0.0,0.0
2025-09-23 17:35:04,Zone_D,Sprinkler,26.82,25.09,6.04,1.23,267.99,38.72,182.34,21.85,61.81,13.37,334.49,6.23,True,16.59,13.57
2025-08-05 08:35:04,Zone_B,Drip,18.11,27.93,8.19,1.26,371.63,62.01,348.51,20.49,31.35,7.71,149.76,2.69,True,20.95,22.91
2025-02-23 23:35:04,Zone_A,Center_Pivot,76.08,12.57,6.22,2.01,215.48,61.47,256.53,12.33,67.07,0.52,668.93,9.46,False,0.0,0.0
2025-10-08 06:35:04,Zone_D,Drip,23.49,41.21,6.81,1.96,198.86,31.14,290.95,34.53,59.14,3.52,266.16,6.54,True,18.26,18.08
2025-11-01 11:35:04,Zone_B,Center_Pivot,40.61,11.27,6.24,3.28,118.33,58.54,146.73,3.6,73.14,5.88,728.48,7.32,True,9.7,11.19
2025-04-19 19:35:04,Zone_A,Drip,64.65,13.91,8.1,3.38,372.44,85.48,88.8,8.8,49.81,1.73,441.08,5.51,False,0.0,0.0
2025-06-01 17:35:04,Zone_D,Drip,30.46,27.54,6.1,1.13,126.3,38.27,254.8,34.82,52.13,2.76,137.85,3.4,True,14.77,14.65
2025-03-08 10:35:04,Zone_B,Drip,40.91,13.87,7.67,3.01,267.84,42.23,67.61,31.25,44.2,13.31,891.31,20.52,True,9.54,8.39
2025-04-03 07:35:04,Zone_A,Sprinkler,32.49,24.56,8.11,3.87,127.42,59.92,276.55,38.51,67.3,1.51,979.44,25.89,True,13.75,14.71
2025-07-23 13:35:04,Zone_A,Center_Pivot,10.71,11.87,7.67,0.73,169.23,38.22,317.44,25.62,82.42,8.67,771.64,15.73,True,24.64,29.12
2025-07-12 02:35:04,Zone_A,Drip,23.38,26.3,7.6,1.99,278.28,31.37,209.07,34.91,88.24,5.77,707.91,17.51,True,18.31,16.37
2025-09-20 01:35:04,Zone_A,Drip,68.86,37.86,8.15,2.38,197.03,13.53,215.42,19.31,49.76,24.9,638.29,11.12,False,0.0,0.0
2025-04-04 16:35:04,Zone_D,Drip,25.02,18.14,8.39,2.42,319.96,59.63,278.31,23.52,33.58,0.35,927.82,17.99,True,17.49,17.04
2025-07-01 14:35:04,Zone_D,Sprinkler,31.06,30.66,8.25,1.12,271.53,82.57,271.84,45.61,74.9,8.17,291.13,8.67,True,14.47,14.79
2025-05-18 07:35:04,Zone_D,Sprinkler,17.69,18.11,7.2,0.64,179.78,23.25,161.73,29.78,64.8,8.17,561.94,12.55,True,21.16,24.81
2026-01-01 15:35:04,Zone_B,Center_Pivot,17.08,29.14,6.2,3.2,139.31,97.99,277.08,25.85,69.2,10.32,628.92,12.89,True,21.46,19.68
2025-11-19 10:35:04,Zone_A,Drip,32.26,28.25,8.22,2.4,228.76,50.35,88.61,49.72,37.24,5.51,512.91,16.26,True,13.87,14.13
2026-01-10 03:35:04,Zone_B,Center_Pivot,74.9,17.63,7.83,3.91,107.19,90.71,156.28,37.83,74.15,5.69,736.4,19.23,False,0.0,0.0
2025-04-22 09:35:04,Zone_C,Sprinkler,72.43,12.69,7.51,1.68,384.02,38.19,122.33,29.91,30.93,9.91,924.46,20.7,False,0.0,0.0
2025-08-19 06:35:04,Zone_A,Sprinkler,14.73,8.73,7.9,1.7,170.19,39.86,178.76,7.61,68.56,17.3,575.36,6.86,True,22.63,21.63
2025-03-12 17:35:04,Zone_B,Drip,11.23,15.57,6.02,2.56,188.23,62.55,342.2,18.52,34.47,0.72,616.24,10.51,True,24.38,21.11
2026-02-10 15:35:04,Zone_B,Sprinkler,56.44,26.73,6.45,3.43,228.61,80.48,338.56,33.15,57.91,3.13,324.28,7.76,False,0.0,0.0
2026-02-10 14:35:04,Zone_D,Sprinkler,18.61,29.16,6.98,3.15,135.29,10.31,59.79,33.48,63.5,0.26,846.52,20.38,True,20.7,22.47
2025-03-22 18:35:04,Zone_D,Drip,71.29,18.81,6.46,1.75,253.15,96.65,280.96,26.72,45.13,0.51,907.36,18.96,False,0.0,0.0
2025-10-26 13:35:04,Zone_C,Center_Pivot,50.51,23.65,7.4,3.61,316.47,56.9,219.14,22.82,61.4,0.28,941.24,17.95,False,0.0,0.0
2025-04-03 03:35:04,Zone_B,Sprinkler,79.13,29.33,8.49,0.57,162.81,61.3,168.33,19.39,88.07,1.06,453.72,7.92,False,0.0,0.0
2025-07-13 12:35:04,Zone_C,Sprinkler,61.31,21.07,6.16,0.96,225.01,57.93,271.17,25.86,82.42,0.74,577.13,11.83,False,0.0,0.0
2026-01-06 16:35:04,Zone_B,Sprinkler,43.64,22.54,6.19,3.74,375.85,21.32,305.89,34.61,80.22,4.45,525.59,12.93,True,8.18,7.15
2025-08-11 01:35:04,Zone_D,Sprinkler,24.71,19.31,7.64,0.67,83.61,24.86,256.68,23.1,36.96,0.98,943.15,18.11,True,17.64,16.12
2025-08-26 19:35:04,Zone_C,Drip,58.58,39.7,7.78,3.87,64.29,44.23,179.27,3.94,88.0,7.14,941.77,9.61,False,0.0,0.0
2025-07-23 09:35:04,Zone_C,Drip,19.48,31.58,5.97,2.44,379.39,73.25,185.52,12.11,85.34,0.67,522.37,7.33,True,20.26,20.85
2025-04-16 11:35:04,Zone_C,Drip,10.96,22.33,7.46,3.94,158.66,40.85,228.34,23.32,74.52,3.67,656.03,12.66,True,24.52,21.64
2025-06-21 19:35:04,Zone_D,Center_Pivot,60.12,33.75,7.48,0.53,251.7,94.83,79.77,6.53,36.52,1.11,189.88,2.17,False,0.0,0.0
2025-07-29 08:35:04,Zone_C,Center_Pivot,69.75,21.43,7.87,1.56,226.37,58.4,141.89,35.35,65.24,9.26,950.6,23.71,False,0.0,0.0
2025-03-02 16:35:04,Zone_B,Sprinkler,31.33,23.59,7.3,0.93,298.66,37.63,177.93,31.62,38.49,1.31,659.7,15.3,True,14.33,14.99
2025-11-16 05:35:04,Zone_D,Center_Pivot,42.09,29.53,5.6,1.22,153.66,61.95,249.77,28.35,63.2,5.98,501.81,10.87,True,8.96,10.02
2026-01-17 07:35:04,Zone_A,Center_Pivot,15.06,18.3,6.19,0.72,257.98,28.94,77.6,26.21,76.4,0.0,594.17,12.28,True,22.47,26.24
2025-06-15 01:35:04,Zone_A,Drip,65.16,15.11,7.87,1.67,103.7,98.96,77.33,27.25,73.1,2.18,857.21,18.13,False,0.0,0.0
2025-12-04 20:35:04,Zone_C,Center_Pivot,48.31,23.08,6.47,3.86,209.58,86.53,302.0,34.66,63.76,3.48,365.79,9.01,False,0.0,0.0
2025-04-30 00:35:04,Zone_D,Drip,49.26,9.94,7.91,1.68,313.92,98.92,348.64,29.33,81.8,9.72,825.37,18.26,False,0.0,0.0
2025-09-13 22:35:04,Zone_C,Drip,58.81,36.54,6.7,3.82,137.88,32.65,310.66,32.42,60.53,0.18,276.32,6.51,False,0.0,0.0
2025-07-16 03:35:04,Zone_D,Sprinkler,49.56,21.0,7.88,2.23,212.81,25.84,93.89,4.51,55.9,1.18,460.39,4.82,False,0.0,0.0
2025-08-07 15:35:04,Zone_D,Sprinkler,49.59,20.76,8.07,2.72,310.69,53.98,256.67,23.03,56.0,0.69,493.56,9.46,False,0.0,0.0
2026-01-25 03:35:04,Zone_C,Drip,53.83,28.79,5.9,1.31,303.88,31.13,238.71,14.71,72.35,1.19,554.64,8.46,False,0.0,0.0
2025-05-13 00:35:04,Zone_A,Center_Pivot,75.95,18.23,6.09,3.37,217.24,16.29,157.67,25.94,72.86,6.81,628.98,12.91,False,0.0,0.0
2025-10-04 08:35:04,Zone_B,Drip,62.61,15.56,6.79,1.52,277.56,69.65,309.28,-0.91,49.14,5.13,408.41,3.24,False,0.0,0.0
2025-09-19 23:35:04,Zone_C,Sprinkler,73.35,30.57,8.0,1.76,124.39,16.63,323.2,18.47,69.24,8.57,656.58,11.18,False,0.0,0.0
2025-07-13 12:35:04,Zone_A,Drip,21.18,13.63,6.79,0.68,284.54,34.35,194.03,12.35,33.58,5.97,593.06,8.39,True,19.41,22.56
2025-03-25 10:35:04,Zone_C,Center_Pivot,23.81,26.75,6.38,1.68,368.15,80.88,182.35,21.95,36.82,3.11,859.81,16.04,True,18.1,18.76
2025-05-03 01:35:04,Zone_A,Drip,13.39,35.19,8.14,3.92,342.86,88.45,114.51,17.45,81.6,13.04,670.78,11.1,True,23.3,23.19
2025-07-30 04:35:04,Zone_C,Sprinkler,66.8,31.07,6.85,1.12,371.16,97.15,341.82,29.05,87.34,3.4,666.05,14.65,False,0.0,0.0
2025-10-04 01:35:04,Zone_B,Drip,71.65,18.21,6.72,2.12,186.86,89.09,127.45,19.33,74.33,18.45,690.39,12.03,False,0.0,0.0
2025-11-08 13:35:04,Zone_B,Sprinkler,13.13,12.55,8.15,2.97,299.16,70.55,239.89,7.85,75.31,6.03,185.71,2.24,True,23.43,20.81
2025-06-18 23:35:04,Zone_B,Sprinkler,17.61,25.13,8.39,3.01,223.37,93.94,339.73,37.66,67.64,4.92,622.02,16.19,True,21.19,17.67
2025-07-15 07:35:04,Zone_D,Drip,63.56,23.26,6.08,3.34,363.33,82.56,113.51,35.32,43.01,3.06,241.72,6.03,False,0.0,0.0
2025-07-03 00:35:04,Zone_A,Sprinkler,58.12,33.52,6.99,1.07,369.22,15.39,62.65,17.26,45.89,38.74,118.72,1.95,False,0.0,0.0
2025-07-04 05:35:04,Zone_D,Center_Pivot,39.62,6.18,7.62,1.81,281.52,40.96,94.95,26.99,63.75,4.02,337.1,7.09,True,10.19,9.63
2025-11-20 08:35:04,Zone_D,Drip,40.46,37.84,5.87,1.01,178.27,47.43,149.56,33.68,68.79,16.58,644.65,15.58,True,9.77,8.49
2026-02-14 07:35:04,Zone_B,Drip,32.98,6.78,6.89,2.53,297.11,31.15,191.05,29.59,54.47,0.5,641.78,14.28,True,13.51,15.02
2025-08-19 14:35:04,Zone_B,Sprinkler,69.52,22.92,8.46,3.14,256.42,12.68,68.78,17.41,33.19,7.9,589.06,9.74,False,0.0,0.0
2025-12-20 22:35:04,Zone_D,Drip,31.43,23.6,7.83,3.21,116.98,88.81,109.05,27.41,81.79,11.11,741.15,15.73,True,14.29,15.48
2025-02-25 19:35:04,Zone_D,Drip,28.25,27.54,7.22,1.69,363.78,21.81,166.87,7.18,45.51,13.22,228.53,2.68,True,15.88,15.69
2025-03-07 10:35:04,Zone_D,Center_Pivot,12.95,27.32,8.03,1.52,243.53,96.26,125.82,36.49,84.23,14.74,440.25,11.22,True,23.53,21.94
2025-04-09 14:35:04,Zone_C,Sprinkler,29.83,25.79,6.13,3.49,117.02,54.08,84.31,33.84,68.9,5.39,426.08,10.33,True,15.09,12.7
2025-05-10 03:35:04,Zone_B,Drip,48.21,15.94,7.47,1.7,308.32,13.65,194.6,26.32,51.38,0.07,523.24,10.84,False,0.0,0.0
2025-04-05 00:35:04,Zone_A,Drip,20.63,22.48,8.46,2.87,358.76,21.36,138.85,22.49,76.1,0.99,636.17,12.03,True,19.69,19.46
2025-06-29 06:35:04,Zone_C,Sprinkler,52.2,9.04,7.5,0.55,362.71,64.09,251.23,22.67,77.66,6.85,718.54,13.65,False,0.0,0.0
2025-04-22 10:35:04,Zone_B,Sprinkler,76.34,19.48,7.39,0.73,243.97,72.94,252.2,22.96,50.26,5.67,401.44,7.68,False,0.0,0.0
2025-02-24 23:35:04,Zone_A,Center_Pivot,66.4,24.95,7.38,1.51,212.84,30.72,261.29,33.27,69.02,0.58,908.03,21.77,False,0.0,0.0
2025-10-13 06:35:04,Zone_A,Center_Pivot,79.14,18.52,7.96,1.88,70.18,92.06,207.6,18.06,31.86,2.85,850.98,14.32,False,0.0,0.0
2025-11-05 15:35:04,Zone_B,Center_Pivot,37.61,22.45,6.46,3.39,89.65,24.74,166.7,40.24,32.35,9.62,512.33,13.96,True,11.2,11.62
2025-08-11 22:35:04,Zone_A,Center_Pivot,13.24,24.68,7.88,3.47,125.83,22.89,111.28,32.06,83.29,2.05,237.92,5.57,True,23.38,28.05
2025-10-22 12:35:04,Zone_B,Drip,21.78,23.37,6.33,1.58,156.24,87.9,55.13,36.88,72.62,15.53,777.13,19.95,True,19.11,19.04
2025-03-08 00:35:04,Zone_A,Sprinkler,15.76,14.81,7.31,0.8,339.72,71.12,241.32,47.04,40.36,3.95,329.93,10.04,True,22.12,25.95
2025-10-15 20:35:04,Zone_C,Drip,42.67,24.08,6.12,2.23,109.79,18.49,65.58,23.89,30.94,6.18,449.09,8.79,True,8.66,10.13
2025-09-01 07:35:04,Zone_A,Center_Pivot,53.86,17.06,6.14,2.05,339.61,53.13,215.11,33.71,51.51,4.49,555.05,13.42,False,0.0,0.0
2025-06-18 08:35:04,Zone_C,Sprinkler,42.37,4.31,7.86,0.74,173.95,77.79,159.69,38.29,58.17,2.49,415.24,10.93,True,8.81,8.99
2025-06-13 04:35:04,Zone_C,Drip,21.45,34.45,5.53,2.61,393.72,46.25,211.74,21.08,38.42,6.13,476.07,8.69,True,19.28,21.35
2025-10-30 08:35:04,Zone_C,Center_Pivot,18.81,20.43,6.02,3.36,315.25,96.99,70.0,21.19,47.25,17.61,195.94,3.59,True,20.59,20.51
2025-02-22 18:35:04,Zone_B,Drip,55.91,27.74,8.06,1.89,296.46,57.77,254.06,17.92,56.99,0.17,391.95,6.57,False,0.0,0.0
2025-08-25 02:35:04,Zone_A,Drip,30.64,21.1,8.21,0.52,271.29,51.1,63.4,32.77,58.07,2.42,291.88,6.93,True,14.68,12.21
2025-09-13 21:35:04,Zone_C,Sprinkler,65.32,33.54,8.22,0.54,239.51,95.75,185.02,42.24,58.33,0.36,733.63,20.68,False,0.0,0.0
2025-09-19 02:35:04,Zone_A,Drip,63.33,24.9,6.62,2.48,286.2,19.07,140.28,15.52,80.55,0.93,685.16,10.72,False,0.0,0.0
2025-11-03 05:35:04,Zone_B,Sprinkler,68.56,32.09,6.97,3.59,287.03,40.76,205.96,30.52,68.82,7.75,251.69,5.71,False,0.0,0.0
2025-04-01 07:35:04,Zone_B,Sprinkler,79.33,23.17,5.55,2.04,50.94,16.32,214.41,13.25,57.39,0.33,938.11,13.67,False,0.0,0.0
2025-07-27 18:35:04,Zone_A,Sprinkler,34.52,24.17,5.55,2.74,79.23,48.45,324.19,31.06,37.16,6.11,355.27,8.15,True,12.74,11.02
2025-04-20 11:35:04,Zone_D,Sprinkler,26.82,32.23,7.05,1.73,111.6,32.84,333.71,21.07,43.29,1.97,539.36,9.84,True,16.59,16.27
2025-04-23 00:35:04,Zone_A,Sprinkler,31.42,26.49,6.99,0.54,231.3,91.86,61.83,22.37,57.48,6.01,159.54,3.01,True,14.29,12.77
2025-03-12 13:35:04,Zone_D,Center_Pivot,12.42,32.52,6.57,0.89,234.04,87.98,226.54,27.38,43.07,1.22,407.45,8.64,True,23.79,19.83
2025-11-16 09:35:04,Zone_A,Drip,47.93,28.5,7.23,3.3,114.62,27.34,310.22,25.9,43.86,4.04,291.9,5.99,False,0.0,0.0
2025-11-10 14:35:04,Zone_C,Drip,52.48,32.56,7.81,1.33,229.23,98.26,206.86,23.18,56.31,0.22,620.65,11.94,False,0.0,0.0
2025-02-26 09:35:04,Zone_D,Drip,76.1,24.18,6.52,3.08,243.89,59.86,295.8,30.25,44.22,4.34,641.64,14.47,False,0.0,0.0
2025-05-17 01:35:04,Zone_C,Sprinkler,74.79,21.84,6.29,3.43,155.7,35.18,252.86,20.6,47.01,2.58,129.48,2.33,False,0.0,0.0
2025-08-04 00:35:04,Zone_B,Sprinkler,34.95,25.72,5.93,3.37,167.22,89.02,302.67,43.05,38.77,12.02,168.7,4.82,True,12.52,12.09
2025-04-26 06:35:04,Zone_D,Drip,21.79,15.61,6.38,1.45,126.98,32.13,230.18,33.07,69.31,1.19,862.92,20.6,True,19.1,21.15
2025-02-26 20:35:04,Zone_B,Drip,44.24,19.52,6.65,3.65,352.16,13.25,51.63,14.26,76.38,0.59,280.66,4.22,True,7.88,9.28
2026-02-05 14:35:04,Zone_B,Sprinkler,35.28,19.56,7.54,2.7,307.42,36.26,91.09,28.08,34.58,5.72,696.57,15.0,True,12.36,9.98
2025-04-25 12:35:04,Zone_B,Center_Pivot,51.95,9.64,7.11,3.01,374.04,40.75,176.79,25.99,39.82,6.39,840.72,17.28,False,0.0,0.0
2025-08-05 20:35:04,Zone_D,Sprinkler,59.29,37.52,6.16,3.07,281.47,93.24,220.3,6.51,74.96,3.47,851.71,9.72,False,0.0,0.0
2025-09-26 17:35:04,Zone_D,Drip,51.53,12.76,7.91,3.33,160.04,49.9,173.82,23.86,50.27,3.41,554.36,10.84,False,0.0,0.0
2025-12-28 04:35:04,Zone_D,Drip,15.45,29.53,6.37,2.53,200.33,23.87,251.43,34.79,76.44,2.04,560.57,13.84,True,22.27,19.44
2025-09-05 19:35:04,Zone_A,Center_Pivot,14.21,28.15,7.81,1.33,71.94,84.55,236.31,19.3,35.35,6.21,567.82,9.89,True,22.89,19.58
2025-08-03 02:35:04,Zone_D,Drip,11.5,18.02,7.14,1.02,287.47,14.88,300.9,32.87,64.01,0.53,600.28,14.28,True,24.25,23.46
2025-12-11 01:35:04,Zone_D,Drip,29.16,30.16,5.85,1.46,105.87,50.87,51.2,30.71,71.67,0.22,268.11,6.1,True,15.42,17.58
2025-05-26 09:35:04,Zone_B,Center_Pivot,67.25,33.84,7.17,1.87,134.23,91.77,319.57,33.09,83.7,12.17,787.98,18.82,False,0.0,0.0
2026-02-09 17:35:04,Zone_B,Drip,72.76,18.91,8.03,2.46,231.92,21.09,305.45,31.13,49.06,1.18,845.65,19.42,False,0.0,0.0
2025-05-18 19:35:04,Zone_C,Center_Pivot,11.85,21.68,8.17,2.02,110.35,54.05,238.66,10.77,82.38,8.22,800.0,10.73,True,24.08,24.0
2026-01-16 22:35:04,Zone_C,Center_Pivot,73.6,24.62,7.88,3.67,170.04,95.88,89.5,29.75,82.7,1.29,600.83,13.41,False,0.0,0.0
2025-03-15 09:35:04,Zone_C,Center_Pivot,50.23,21.07,6.76,1.0,240.68,45.19,183.41,27.24,34.19,8.96,417.93,8.83,False,0.0,0.0
2025-12-26 08:35:04,Zone_A,Sprinkler,54.56,33.29,6.2,0.87,74.67,61.22,78.39,38.71,53.89,10.45,169.49,4.5,False,0.0,0.0
2025-09-08 22:35:04,Zone_C,Center_Pivot,55.55,30.73,7.73,0.91,152.33,67.33,101.49,22.83,78.1,1.39,847.35,16.16,False,0.0,0.0
2025-09-20 12:35:04,Zone_A,Drip,28.73,27.02,5.65,1.49,93.29,24.36,128.76,46.53,38.15,11.49,176.44,5.33,True,15.63,17.88
2025-12-16 14:35:04,Zone_A,Center_Pivot,43.54,22.77,8.08,3.61,174.53,70.31,69.77,12.84,59.96,1.29,368.97,5.31,True,8.23,8.11
2025-12-14 14:35:04,Zone_D,Sprinkler,73.95,18.66,6.93,3.56,78.87,79.9,100.77,36.49,46.73,1.23,596.12,15.19,False,0.0,0.0
2025-09-12 02:35:04,Zone_D,Sprinkler,26.1,18.46,6.45,2.99,202.16,84.1,187.93,24.59,82.56,2.51,425.01,8.46,True,16.95,15.3
2025-10-20 07:35:04,Zone_B,Center_Pivot,42.33,26.24,6.02,3.74,206.34,30.01,331.74,33.2,56.44,0.95,840.99,20.13,True,8.84,8.84
2025-08-16 07:35:04,Zone_C,Sprinkler,23.78,20.96,7.04,2.81,129.97,26.64,272.57,16.8,70.16,1.41,151.17,2.46,True,18.11,20.29
2025-07-25 13:35:04,Zone_A,Sprinkler,57.75,12.09,7.52,1.37,142.01,74.34,297.44,24.55,84.63,0.41,826.01,16.42,False,0.0,0.0
2026-02-17 15:35:04,Zone_C,Sprinkler,78.01,13.11,8.35,0.56,244.82,62.16,245.57,14.42,43.45,3.21,471.25,7.13,False,0.0,0.0
2025-06-06 03:35:04,Zone_B,Drip,38.58,25.51,7.45,3.16,162.61,10.07,335.67,23.36,82.58,3.06,447.06,8.64,True,10.71,10.47
2025-06-24 03:35:04,Zone_A,Drip,28.84,24.48,5.7,3.26,70.67,87.31,93.71,25.75,59.68,3.55,667.52,13.65,True,15.58,16.24
2026-02-18 04:35:04,Zone_C,Center_Pivot,59.17,26.88,6.07,1.23,77.33,31.62,199.79,31.11,53.33,1.27,658.97,15.13,False,0.0,0.0
2025-05-03 23:35:04,Zone_A,Drip,46.59,19.02,8.32,2.86,382.82,51.02,56.1,17.22,77.53,0.5,948.28,15.59,False,0.0,0.0
2025-06-03 05:35:04,Zone_D,Center_Pivot,31.45,29.58,6.87,2.01,115.14,75.53,151.8,29.35,67.66,1.42,765.15,16.93,True,14.27,15.39
2026-01-20 14:35:04,Zone_A,Drip,10.61,30.98,7.1,0.87,68.2,19.37,162.04,17.61,48.25,6.19,662.94,11.02,True,24.7,28.42
2025-05-29 13:35:04,Zone_A,Sprinkler,76.38,20.18,7.29,1.43,116.46,44.81,55.28,20.05,88.4,17.07,220.89,3.92,False,0.0,0.0
2025-05-09 12:35:04,Zone_A,Center_Pivot,23.25,7.59,5.54,0.69,285.63,28.92,211.48,31.16,46.59,3.72,999.04,22.96,True,18.37,19.77
2025-12-10 12:35:04,Zone_D,Sprinkler,34.27,21.95,6.38,3.02,62.0,34.66,306.67,12.07,54.12,1.13,566.78,7.95,True,12.87,12.18
2025-07-05 10:35:04,Zone_B,Center_Pivot,29.77,23.14,6.76,2.61,301.56,73.36,149.82,26.42,69.67,12.52,149.87,3.11,True,15.11,12.53
2025-12-09 03:35:04,Zone_D,Drip,69.68,19.16,7.8,0.87,343.85,53.47,137.42,25.77,67.06,0.96,584.03,11.94,False,0.0,0.0
2025-07-21 06:35:04,Zone_C,Drip,44.3,28.02,6.55,3.48,79.23,79.31,181.33,13.35,48.71,13.97,280.0,4.09,True,7.85,7.61
2026-02-03 03:35:04,Zone_D,Sprinkler,42.49,17.76,8.22,3.63,270.11,39.19,238.39,22.39,87.86,10.74,249.02,4.7,True,8.76,9.86
2025-03-20 20:35:04,Zone_C,Sprinkler,65.84,24.14,7.11,1.72,325.01,48.13,157.37,40.45,87.62,3.11,813.27,22.24,False,0.0,0.0
2025-04-04 04:35:04,Zone_B,Drip,19.74,28.75,7.03,0.98,92.2,70.86,306.74,36.84,64.03,3.09,568.01,14.57,True,20.13,17.36
2025-12-29 11:35:04,Zone_D,Sprinkler,13.64,24.47,7.76,3.2,124.88,19.79,98.0,27.94,68.32,2.53,114.17,2.45,True,23.18,27.36
2026-01-12 05:35:04,Zone_B,Center_Pivot,26.12,17.49,8.32,2.67,276.01,89.52,84.07,12.65,36.01,9.67,243.27,3.48,True,16.94,18.53
2025-08-16 12:35:04,Zone_B,Drip,24.62,3.18,5.81,2.85,349.16,18.95,157.27,19.87,31.7,1.35,334.33,5.91,True,17.69,19.93
2025-02-26 04:35:04,Zone_B,Sprinkler,62.65,18.77,7.73,0.59,102.07,54.79,57.2,17.43,36.21,1.92,315.31,5.21,False,0.0,0.0
2025-08-21 19:35:04,Zone_C,Drip,35.26,15.82,7.38,3.58,156.61,14.45,239.39,31.99,73.0,3.24,485.24,11.34,True,12.37,13.59
2025-04-10 19:35:04,Zone_A,Drip,39.15,27.06,7.16,2.3,136.24,76.62,123.82,10.61,86.34,4.11,793.01,10.57,True,10.42,11.44
2026-02-09 00:35:04,Zone_D,Drip,77.78,16.61,5.76,1.75,176.11,29.56,327.73,25.49,58.39,11.65,149.6,3.04,False,0.0,0.0
2025-03-04 07:35:04,Zone_C,Drip,34.37,19.17,7.44,1.0,171.34,98.29,329.04,23.92,45.68,1.89,586.27,11.48,True,12.81,11.72
2025-10-27 03:35:04,Zone_B,Center_Pivot,60.8,13.59,8.37,1.26,350.5,75.45,110.35,50.73,41.09,4.31,172.04,5.53,False,0.0,0.0
2026-02-02 00:35:04,Zone_C,Center_Pivot,43.66,29.36,7.29,2.74,164.37,29.49,211.07,20.73,86.69,4.52,117.45,2.12,True,8.17,9.69
2026-01-29 16:35:04,Zone_D,Sprinkler,68.36,21.0,8.19,1.41,330.56,65.13,335.78,35.07,47.78,0.66,745.3,18.5,False,0.0,0.0
2025-04-22 00:35:04,Zone_A,Sprinkler,79.03,35.41,7.29,3.79,333.24,61.53,158.34,19.72,80.12,3.35,887.6,15.63,False,0.0,0.0
2025-07-02 11:35:04,Zone_B,Drip,52.04,21.16,8.47,3.14,253.7,57.9,229.84,25.48,32.75,2.27,180.51,3.67,False,0.0,0.0
2025-10-06 11:35:04,Zone_A,Sprinkler,22.28,31.85,8.29,3.95,312.88,34.19,146.71,13.09,48.42,9.12,797.08,11.56,True,18.86,15.56
2025-12-26 10:35:04,Zone_C,Sprinkler,44.63,27.02,5.64,1.1,86.16,43.24,160.87,26.33,87.34,8.06,673.43,13.95,True,7.69,8.12
2025-07-18 04:35:04,Zone_C,Sprinkler,56.66,18.29,7.44,0.62,221.47,85.3,213.53,14.52,81.91,6.86,584.98,8.87,False,0.0,0.0
2026-01-05 09:35:04,Zone_B,Center_Pivot,36.38,21.71,8.48,2.64,138.11,96.67,136.11,46.59,83.45,3.39,734.43,22.2,True,11.81,10.4
2025-10-29 05:35:04,Zone_C,Center_Pivot,49.16,16.95,5.99,2.07,230.15,33.64,234.05,17.81,46.26,3.68,717.18,11.99,False,0.0,0.0
2025-10-21 02:35:04,Zone_B,Drip,14.2,19.03,7.05,2.06,382.38,27.08,238.06,34.41,79.71,2.8,401.67,9.84,True,22.9,19.35
2025-10-19 15:35:04,Zone_A,Sprinkler,60.45,16.61,7.83,0.85,200.67,34.91,132.65,35.35,85.82,7.49,789.56,19.7,False,0.0,0.0
2025-10-18 21:35:04,Zone_A,Center_Pivot,44.52,32.15,6.3,1.52,359.23,30.61,253.99,30.4,85.14,15.21,372.87,8.44,True,7.74,9.13
2025-06-22 15:35:04,Zone_B,Drip,19.66,17.59,7.78,0.81,127.86,52.91,72.43,10.58,51.16,4.77,795.34,10.59,True,20.17,20.18
2025-04-24 18:35:04,Zone_D,Center_Pivot,41.38,12.91,7.12,1.89,161.07,66.1,348.99,10.47,47.6,0.64,232.62,3.09,True,9.31,9.71
2026-02-17 00:35:04,Zone_A,Drip,48.98,20.35,8.06,2.17,323.64,14.17,197.4,15.97,79.44,4.61,202.91,3.22,False,0.0,0.0
2025-05-10 17:35:04,Zone_D,Drip,71.93,26.69,5.72,2.38,155.19,97.88,319.89,16.29,56.45,9.62,315.45,5.05,False,0.0,0.0
2025-07-06 08:35:04,Zone_A,Sprinkler,46.43,26.16,6.85,2.37,151.74,60.72,90.76,34.27,75.42,26.43,146.77,3.59,False,0.0,0.0
2026-01-11 12:35:04,Zone_D,Center_Pivot,65.48,29.31,7.2,2.56,398.43,90.81,240.4,26.97,60.85,1.07,859.7,18.07,False,0.0,0.0
2025-09-16 19:35:04,Zone_B,Sprinkler,30.0,26.25,8.42,3.01,108.19,87.85,293.01,19.86,80.93,1.0,564.67,9.98,True,15.0,15.76
